2010-10-26 23:14:58,2010-10-26 23:29:48,6
2010-10-27 11:59:50,2010-10-29 01:44:44,6
2010-10-29 07:00:01,2010-10-30 00:29:54,6
2010-10-30 06:59:50,2010-10-31 02:44:49,6
2010-10-31 08:00:00,2010-11-02 23:29:56,6
2010-11-03 06:59:48,2010-11-03 23:29:47,6
2010-11-04 06:59:47,2010-11-04 14:44:58,6
2010-11-07 00:44:59,2010-11-07 01:00:00,6
2010-11-07 00:59:48,2010-11-07 01:14:43,6
2010-11-07 00:59:49,2010-11-07 01:14:44,6
2010-11-07 00:59:52,2010-11-07 01:14:46,6
2010-11-07 00:59:53,2010-11-07 01:14:48,6
2010-11-07 00:59:56,2010-11-07 01:14:50,6
2010-11-07 00:59:58,2010-11-07 01:14:52,6
2010-11-07 00:59:42,2010-11-07 01:14:56,6
2010-11-07 00:59:43,2010-11-07 01:14:56,6
2010-11-07 00:59:42,2010-11-07 01:14:56,6
2010-11-07 00:59:42,2010-11-07 01:14:56,6
2010-11-07 00:59:42,2010-11-07 01:14:56,6
2010-11-07 00:59:44,2010-11-07 01:14:57,6
2010-11-07 00:59:59,2010-11-07 01:14:58,6
2010-11-07 00:59:59,2010-11-07 01:14:58,6
2010-11-07 00:59:59,2010-11-07 01:14:58,6
2010-11-07 00:59:45,2010-11-07 01:14:58,6
2010-11-07 00:59:46,2010-11-07 01:14:59,6
2010-11-07 00:59:47,2010-11-07 01:15:00,6
2010-11-08 18:30:00,2010-11-08 21:29:42,1
2010-11-08 14:14:52,2010-11-09 03:14:43,1
2010-11-09 01:29:44,2010-11-09 03:14:43,6
2010-11-08 23:59:50,2010-11-09 03:14:47,6
2010-11-09 14:44:50,2010-11-09 15:30:00,1
2010-11-09 17:14:46,2010-11-09 21:44:44,1
2010-11-09 21:59:54,2010-11-10 00:14:42,6
2010-11-10 12:29:58,2010-11-10 13:14:50,1
2010-11-10 17:29:45,2010-11-10 17:44:50,1
2010-11-10 20:14:53,2010-11-10 23:30:00,6
2010-11-10 19:14:49,2010-11-11 00:14:49,1
2010-11-10 21:44:49,2010-11-11 00:14:57,6
2010-11-11 11:44:57,2010-11-11 12:14:42,1
2010-11-11 17:44:55,2010-11-11 18:15:00,1
2010-11-11 19:59:56,2010-11-11 23:29:48,6
2010-11-11 23:14:55,2010-11-12 00:14:42,6
2010-11-11 19:29:58,2010-11-12 00:14:54,1
2010-11-11 21:29:46,2010-11-12 00:14:55,6
2010-11-12 09:44:58,2010-11-12 10:59:53,1
2010-11-12 19:15:00,2010-11-12 20:14:54,6
2010-11-12 19:44:48,2010-11-12 21:29:51,1
2010-11-17 16:15:00,2010-11-17 16:44:45,1
2010-11-17 17:59:42,2010-11-17 20:14:52,1
2010-11-17 14:44:50,2010-11-17 23:44:49,1
2010-11-20 03:47:26,2010-11-20 10:16:55,6
2010-11-21 14:14:45,2010-11-21 15:14:56,1
2010-11-21 16:29:50,2010-11-21 23:14:57,1
2010-11-21 20:29:59,2010-11-21 23:29:44,6
2010-11-21 23:00:00,2010-11-22 00:14:55,6
2010-11-22 13:14:52,2010-11-22 14:14:46,1
2010-11-22 17:44:49,2010-11-22 18:59:46,1
2010-11-22 19:14:47,2010-11-22 19:44:53,6
2010-11-22 20:14:42,2010-11-23 00:14:50,1
2010-11-22 21:44:48,2010-11-23 00:14:57,6
2010-11-23 10:44:46,2010-11-23 11:44:59,1
2010-11-23 22:44:49,2010-11-23 23:29:44,6
2010-11-23 19:29:55,2010-11-24 00:14:52,1
2010-11-23 21:29:47,2010-11-24 00:14:59,6
2010-11-24 09:45:00,2010-11-24 10:59:55,1
2010-11-24 12:29:56,2010-11-24 12:59:43,1
2010-11-24 20:29:42,2010-11-24 20:44:46,1
2010-11-24 21:44:51,2010-11-24 23:30:00,6
2010-11-24 21:59:59,2010-11-25 00:14:52,1
2010-11-24 20:44:53,2010-11-25 00:14:59,6
2010-11-25 09:44:55,2010-11-25 14:44:58,1
2010-11-27 09:59:59,2010-11-27 10:14:42,6
2010-11-29 17:14:43,2010-11-29 18:29:56,1
2010-11-29 22:44:44,2010-11-29 23:29:59,6
2010-12-01 09:59:51,2010-12-01 10:29:55,6
2010-12-03 17:29:58,2010-12-03 18:44:55,1
2010-12-03 14:29:43,2010-12-04 01:14:45,1
2010-12-04 00:59:46,2010-12-04 03:14:48,6
2010-12-04 15:59:58,2010-12-04 18:14:47,1
2010-12-07 09:44:51,2010-12-07 11:14:47,6
2010-12-09 10:00:00,2010-12-09 10:59:53,6
2010-12-11 14:14:57,2010-12-11 21:29:55,1
2010-12-13 09:44:58,2010-12-13 11:44:41,6
2010-12-21 13:14:57,2010-12-21 14:44:44,1
2010-12-21 17:59:59,2010-12-21 18:14:44,1
2010-12-21 19:29:44,2010-12-21 21:45:00,1
2010-12-21 22:14:43,2010-12-22 00:14:56,6
2010-12-26 08:14:58,2010-12-26 08:44:49,6
2010-12-26 08:14:47,2010-12-26 08:59:42,6
2010-12-26 08:59:48,2010-12-26 09:14:53,6
2010-12-26 08:59:45,2010-12-26 10:59:54,6
2010-12-26 12:14:53,2010-12-26 12:29:56,6
2010-12-26 08:59:55,2010-12-26 13:14:58,6
2010-12-26 09:44:55,2010-12-26 14:44:51,6
2010-12-26 09:14:53,2010-12-26 16:14:58,6
2010-12-26 23:44:56,2010-12-26 23:59:44,6
2010-12-27 08:29:49,2010-12-27 08:59:43,6
2010-12-27 09:44:56,2010-12-27 12:14:58,6
2010-12-27 07:59:52,2010-12-27 13:14:59,6
2010-12-27 09:44:49,2010-12-27 14:14:43,6
2010-12-31 16:14:46,2010-12-31 16:44:54,1
2011-01-02 11:00:00,2011-01-02 11:14:44,6
2011-01-03 10:29:54,2011-01-03 10:59:43,6
2011-01-04 12:56:43,2011-01-04 18:06:41,6
2011-01-09 13:45:14,2011-01-09 20:19:47,6
2011-01-10 08:14:44,2011-01-10 09:59:56,6
2011-01-10 10:59:50,2011-01-10 12:29:58,6
2011-01-10 14:14:51,2011-01-10 14:44:59,6
2011-01-11 11:14:55,2011-01-11 14:00:00,6
2011-01-11 13:55:04,2011-01-11 14:10:04,6
2011-01-11 09:59:46,2011-01-11 14:14:52,6
