2010-10-31 02:37:51,2010-10-31 06:20:11,6
2010-11-07 00:59:49,2010-11-07 01:14:48,6
2010-11-07 00:59:52,2010-11-07 01:14:50,6
2010-11-07 00:59:54,2010-11-07 01:14:52,6
2010-11-07 00:59:56,2010-11-07 01:14:54,6
2010-11-07 00:59:56,2010-11-07 01:14:54,6
2010-11-07 00:59:56,2010-11-07 01:14:54,6
2010-11-07 00:59:56,2010-11-07 01:14:54,6
2010-11-07 00:59:57,2010-11-07 01:14:55,6
2010-11-07 00:59:58,2010-11-07 01:14:56,6
2010-11-07 00:59:59,2010-11-07 01:14:57,6
2010-11-07 00:59:45,2010-11-07 01:14:59,6
2010-11-07 00:59:58,2010-11-07 01:15:00,6
2010-11-07 00:59:58,2010-11-07 01:15:00,6
2010-11-07 00:59:58,2010-11-07 01:15:00,6
2010-11-07 00:59:58,2010-11-07 01:15:00,6
2010-11-07 00:59:48,2010-11-07 01:15:01,6
2010-12-12 12:29:53,2010-12-12 12:44:59,6
2010-12-12 12:44:59,2010-12-12 13:14:56,6
2010-12-12 12:44:59,2010-12-12 13:14:58,6
2011-01-04 12:49:56,2011-01-04 17:40:14,6
2011-01-09 13:33:59,2011-01-09 17:50:25,6
2011-01-11 07:44:51,2011-01-11 09:14:47,6
2011-01-12 07:45:00,2011-01-12 08:29:50,6
2011-01-13 05:22:35,2011-01-13 07:51:01,6
2011-01-21 08:59:51,2011-01-21 09:29:53,6
2011-02-01 10:44:48,2011-02-01 10:59:56,6
2011-02-01 20:14:54,2011-02-01 20:44:55,6
2011-02-02 03:00:00,2011-02-02 06:59:57,6
2011-02-02 06:59:48,2011-02-02 11:29:56,6
2011-02-02 07:29:49,2011-02-02 12:59:59,6
2011-02-03 03:44:56,2011-02-03 06:59:52,6
2011-02-03 07:44:50,2011-02-03 10:14:54,6
2011-02-03 07:44:52,2011-02-03 11:44:54,6
2011-02-03 15:59:47,2011-02-03 16:14:55,6
